facility_type,district,realm,series,course,subject,match_basis,registered_period,total_minutes,tuition_fee_krw,total_fee_krw,hourly_tuition_krw,explicit_one_month,qc_hourly_extreme
academy,강남구,,예능(중),음악,피아노초급B,subject,1개월 0일,819,160000,160000,11722,True,False
academy,강남구,,예능(중),음악,피아노(바이엘),subject,1개월 0일,756,150000,150000,11905,True,False
academy,강남구,,예능(중),음악,피아노(바이엘),subject,1개월 0일,882,170000,170000,11565,True,False
academy,강남구,,예능(중),음악,피아노(바이엘),subject,1개월 0일,1470,270000,270000,11020,True,False
academy,강남구,,예능(중),음악,피아노(실용피아노),subject,1개월 0일,378,130000,130000,20635,True,False
academy,강남구,,예능(중),음악,피아노(입시피아노),subject,1개월 0일,672,240000,240000,21429,True,False
academy,강남구,,예능(중),음악,피아노(체르니100),subject,1개월 0일,756,170000,170000,13492,True,False
academy,강남구,,예능(중),음악,피아노(체르니100),subject,1개월 0일,756,190000,190000,15079,True,False
academy,강남구,,예능(중),음악,피아노(체르니30),subject,1개월 0일,756,180000,180000,14286,True,False
academy,강남구,,예능(중),음악,피아노(체르니30),subject,1개월 0일,756,200000,200000,15873,True,False
academy,강남구,,예능(중),음악,피아노(체르니40),subject,1개월 0일,756,190000,190000,15079,True,False
academy,강남구,,예능(중),음악,피아노(체르니40),subject,1개월 0일,756,210000,210000,16667,True,False
academy,강남구,,예능(중),음악,중급 피아노,subject,1개월 0일,630,160000,160000,15238,True,False
academy,강남구,,예능(중),음악,초급1 피아노,subject,1개월 0일,1050,170000,170000,9714,True,False
academy,강남구,,예능(중),음악,초급2 피아노,subject,1개월 0일,840,150000,150000,10714,True,False
academy,강남구,,예능(중),음악,피아노A(초급),subject,1개월 0일,756,120000,120000,9524,True,False
academy,강남구,,예능(중),음악,피아노B(중급),subject,1개월 0일,672,140000,140000,12500,True,False
academy,강남구,,예능(중),음악,피아노C(초급),subject,1개월 0일,840,160000,160000,11429,True,False
academy,강남구,,예능(중),음악,피아노D(초급),subject,1개월 0일,1134,170000,170000,8995,True,False
academy,강남구,,예능(중),음악,피아노E(초급),subject,1개월 0일,1344,180000,180000,8036,True,False
academy,강남구,,예능(중),음악,피아노F(중급),subject,1개월 0일,756,190000,190000,15079,True,False
academy,강남구,,예능(중),음악,피아노G(중급),subject,1개월 0일,756,200000,200000,15873,True,False
academy,강남구,,예능(중),음악,피아노H(중급),subject,1개월 0일,840,210000,210000,15000,True,False
academy,강남구,,예능(중),음악,피아노I(중급),subject,1개월 0일,840,220000,220000,15714,True,False
academy,강남구,,예능(중),음악,피아노J(중급),subject,1개월 0일,1134,230000,230000,12169,True,False
academy,강남구,,예능(중),음악,피아노K(중급),subject,1개월 0일,1176,240000,240000,12245,True,False
academy,강남구,,예능(중),음악,피아노L(중급),subject,1개월 0일,1050,250000,250000,14286,True,False
academy,강남구,,예능(중),음악,피아노고급,subject,1개월 0일,1260,140000,140000,6667,True,False
academy,강남구,,예능(중),음악,피아노중급1,subject,1개월 0일,1260,130000,130000,6190,True,False
academy,강남구,,예능(중),음악,피아노중급2,subject,1개월 0일,1260,135000,135000,6429,True,False
academy,강남구,,예능(중),음악,피아노초급1,subject,1개월 0일,1260,120000,120000,5714,True,False
academy,강남구,,예능(중),음악,피아노초급2,subject,1개월 0일,1260,125000,125000,5952,True,False
academy,강남구,,예능(중),음악,피아노1,subject,1개월 0일,554,150000,150000,16245,True,False
academy,강남구,,예능(중),음악,피아노2,subject,1개월 0일,756,160000,160000,12698,True,False
academy,강남구,,예능(중),음악,피아노3,subject,1개월 0일,1008,170000,170000,10119,True,False
academy,강남구,,예능(중),음악,피아노4,subject,1개월 0일,1260,180000,180000,8571,True,False
academy,강남구,,예능(중),음악,피아노5,subject,1개월 0일,1260,190000,190000,9048,True,False
academy,강남구,,예능(중),음악,피아노6,subject,1개월 0일,1260,200000,200000,9524,True,False
academy,강남구,,예능(중),음악,피아노7,subject,1개월 0일,756,210000,210000,16667,True,False
academy,강남구,,예능(중),음악,피아노8,subject,1개월 0일,798,220000,220000,16541,True,False
academy,강남구,,예능(중),음악,피아노(바이엘),subject,1개월 0일,856,160000,160000,11215,True,False
academy,강남구,,예능(중),음악,피아노(입시),subject,1개월 0일,1008,340000,340000,20238,True,False
academy,강남구,,예능(중),음악,피아노(체르니100),subject,1개월 0일,646,170000,170000,15789,True,False
academy,강남구,,예능(중),음악,피아노(체르니30),subject,1개월 0일,680,180000,180000,15882,True,False
academy,강남구,,예능(중),음악,피아노(체르니40),subject,1개월 0일,722,190000,190000,15789,True,False
academy,강남구,,예능(중),음악,피아노1,subject,1개월 0일,630,110000,110000,10476,True,False
academy,강남구,,예능(중),음악,피아노2,subject,1개월 0일,630,120000,120000,11429,True,False
academy,강남구,,예능(중),음악,피아노3,subject,1개월 0일,630,130000,130000,12381,True,False
academy,강남구,,예능(중),음악,피아노4,subject,1개월 0일,630,140000,140000,13333,True,False
academy,강남구,,예능(중),음악,피아노5,subject,1개월 0일,630,150000,150000,14286,True,False
academy,강남구,,예능(중),음악,피아노6,subject,1개월 0일,630,160000,160000,15238,True,False
academy,강남구,,예능(중),음악,피아노7,subject,1개월 0일,630,170000,170000,16190,True,False
academy,강남구,,예능(중),음악,피아노8,subject,1개월 0일,756,180000,180000,14286,True,False
academy,강남구,,예능(중),음악,피아노9,subject,1개월 0일,756,190000,190000,15079,True,False
academy,강남구,,예능(중),음악,피아노,subject,1개월 0일,1260,130000,130000,6190,True,False
academy,강남구,,예능(중),음악,피아노2,subject,1개월 0일,756,150000,150000,11905,True,False
academy,강남구,,예능(중),음악,피아노3,subject,1개월 0일,630,170000,170000,16190,True,False
academy,강남구,,예능(중),음악,피아노고급,subject,1개월 0일,756,190000,190000,15079,True,False
academy,강남구,,예능(중),음악,피아노 고급,subject,1개월 0일,1050,150000,150000,8571,True,False
academy,강남구,,예능(중),음악,피아노 중급,subject,1개월 0일,1050,140000,140000,8000,True,False
academy,강남구,,예능(중),음악,피아노 초급,subject,1개월 0일,1050,130000,130000,7429,True,False
academy,강남구,,예능(중),음악,피아노(초급),subject,1개월 0일,1050,150000,150000,8571,True,False
academy,강남구,,예능(중),음악,피아노고급(체르니40),subject,1개월 0일,1050,180000,180000,10286,True,False
academy,강남구,,예능(중),음악,피아노고급1(유~고),subject,1개월 0일,1050,160000,160000,9143,True,False
academy,강남구,,예능(중),음악,피아노고급2(유~고),subject,1개월 0일,630,150000,150000,14286,True,False
academy,강남구,,예능(중),음악,피아노작품반,subject,1개월 0일,1050,200000,200000,11429,True,False
academy,강남구,,예능(중),음악,피아노중급(체르니100),subject,1개월 0일,1050,160000,160000,9143,True,False
academy,강남구,,예능(중),음악,피아노중급(체르니30),subject,1개월 0일,1050,170000,170000,9714,True,False
academy,강남구,,예능(중),음악,피아노중급1(유~고),subject,1개월 0일,1050,150000,150000,8571,True,False
academy,강남구,,예능(중),음악,피아노중급2(유~고),subject,1개월 0일,630,140000,140000,13333,True,False
academy,강남구,,예능(중),음악,피아노초급1(유~고),subject,1개월 0일,1050,140000,140000,8000,True,False
academy,강남구,,예능(중),음악,피아노초급2(유~고),subject,1개월 0일,630,120000,120000,11429,True,False
academy,강남구,,예능(중),음악,피아노A,subject,1개월 0일,520,140000,140000,16154,True,False
academy,강남구,,예능(중),음악,피아노B,subject,1개월 0일,720,200000,200000,16667,True,False
academy,강남구,,예능(중),음악,피아노C,subject,1개월 0일,900,250000,250000,16667,True,False
academy,강남구,,예능(중),음악,피아노D,subject,1개월 0일,480,160000,160000,20000,True,False
academy,강남구,,예능(중),음악,피아노E,subject,1개월 0일,800,280000,280000,21000,True,False
academy,강남구,,예능(중),음악,피아노F,subject,1개월 0일,840,300000,300000,21429,True,False
academy,강남구,,예능(중),음악,피아노(고급),subject,1개월 0일,1134,300000,300000,15873,True,False
academy,강남구,,예능(중),음악,피아노(중급),subject,1개월 0일,756,200000,200000,15873,True,False
academy,강남구,,예능(중),음악,피아노 입시,subject,1개월 0일,873,300000,300000,20619,True,False
academy,강남구,,예능(중),음악,피아노A,subject,1개월 0일,882,170000,170000,11565,True,False
academy,강남구,,예능(중),음악,피아노B,subject,1개월 0일,672,180000,180000,16071,True,False
academy,강남구,,예능(중),음악,피아노C,subject,1개월 0일,714,190000,190000,15966,True,False
academy,강남구,,예능(중),음악,피아노D,subject,1개월 0일,840,160000,160000,11429,True,False
academy,강남구,,예능(중),음악,피아노E,subject,1개월 0일,756,200000,200000,15873,True,False
academy,강남구,,예능(중),음악,피아노F과정,subject,1개월 0일,630,120000,120000,11429,True,False
academy,강남구,,예능(중),음악,피아노G과정,subject,1개월 0일,693,130000,130000,11255,True,False
academy,강남구,,예능(중),음악,피아노H과정,subject,1개월 0일,714,140000,140000,11765,True,False
academy,강남구,,예능(중),음악,피아노I과정,subject,1개월 0일,756,150000,150000,11905,True,False
academy,강남구,,예능(중),음악,피아노J과정,subject,1개월 0일,819,210000,210000,15385,True,False
academy,강남구,,예능(중),음악,피아노음악이론(피아노A),subject,0개월 0일,945,170000,170000,10794,False,False
academy,강남구,,예능(중),음악,피아노음악이론(피아노B),subject,0개월 0일,819,180000,180000,13187,False,False
academy,강남구,,예능(중),음악,피아노음악이론(피아노C),subject,0개월 0일,882,190000,190000,12925,False,False
academy,강남구,,기타(중),기타(소),심화피아노,subject,1개월 0일,1260,300000,300000,14286,True,False
academy,강남구,,기타(중),기타(소),일반피아노,subject,1개월 0일,1260,230000,230000,10952,True,False
academy,강남구,,예능(중),음악,첼로+피아노A(초급),subject,1개월 0일,1240,240000,240000,11613,True,False
academy,강남구,,예능(중),음악,첼로+피아노B(초급),subject,1개월 0일,1440,280000,280000,11667,True,False
academy,강남구,,예능(중),음악,피아노 중급A,subject,1개월 0일,840,180000,180000,12857,True,False
academy,강남구,,예능(중),음악,피아노 중급B,subject,1개월 0일,720,190000,190000,15833,True,False
academy,강남구,,예능(중),음악,피아노 중급C,subject,1개월 0일,720,200000,200000,16667,True,False
academy,강남구,,예능(중),음악,피아노 초급A,subject,1개월 0일,840,160000,160000,11429,True,False
academy,강남구,,예능(중),음악,피아노 초급B,subject,1개월 0일,960,170000,170000,10625,True,False
academy,강남구,,기예(중),실용음악(성악),피아노,subject,1개월 0일,240,320000,320000,80000,True,False
academy,강남구,,예능(중),음악,피아노(입시),subject,1개월 0일,1470,500000,500000,20408,True,False
academy,강남구,,예능(중),음악,피아노1(중급),subject,1개월 0일,756,170000,170000,13492,True,False
academy,강남구,,예능(중),음악,피아노2(중급),subject,1개월 0일,756,180000,180000,14286,True,False
academy,강남구,,예능(중),음악,피아노3(중급),subject,1개월 0일,756,190000,190000,15079,True,False
academy,강남구,,예능(중),음악,피아노4(중급),subject,1개월 0일,756,200000,200000,15873,True,False
academy,강남구,,예능(중),음악,피아노5(중급),subject,1개월 0일,756,210000,210000,16667,True,False
academy,강남구,,예능(중),음악,피아노6(중급),subject,1개월 0일,819,220000,220000,16117,True,False
academy,강남구,,예능(중),음악,피아노7(중급),subject,1개월 0일,882,230000,230000,15646,True,False
academy,강남구,,예능(중),음악,피아노8(중급),subject,1개월 0일,945,240000,240000,15238,True,False
academy,강남구,,기예(중),실용음악(성악),피아노,subject,1개월 0일,231,250000,250000,64935,True,False
academy,강남구,,예능(중),음악,피아노입시A,subject,1개월 0일,504,180000,180000,21429,True,False
academy,강남구,,예능(중),음악,피아노입시B,subject,1개월 0일,277,98000,98000,21227,True,False
